Adresse;Longitude;Latitude
2, rue Henri-Barbusse 13001 Marseille;5.37586400607654;43.2975076376328
29 montee des Accoules 13002 Marseille;5.36664763877254;43.2976657463279
Quai Louis Brauquier 13002 Marseille;5.36246440483492;43.2955449761054
2 rue de la Charite 13002 Marseille;5.36746510417336;43.3004270157031
49 rue Neuve Sainte Catherine 13007 Marseille;5.36709075092745;43.2914870088262
2 rue de la Charite 13002 Marseille;5.36824463317607;43.3004781071273
10 rue Clovis Hugues 13003 Marseille;5.38761998401501;43.3085122376985
184 avenue de Luminy 13009 Marseille;5.43653697994331;43.2288388194373
20 boulevard de Gabes 13008 Marseille;5.38350168265648;43.2649830549375
Place Carli 13001 Marseille;5.38307301225626;43.2957006688621
42, La Canebiere 13001 Marseille;5.37816524543312;43.2964367302696
2, place LeVerrier 13004 Marseille;5.39342522454639;43.3057608162919
41, rue Jobin 13003 Marseille;5.39029799248336;43.3097547935523
225 avenue des Aygalades 13015 Marseille;5.36618311840202;43.3474255274389
10 ter, square Belsunce 13001 Marseille;5.37639898333874;43.2978444939668
23-25 rue Thubaneau 13001 Marseille;5.3785012299159;43.2979589077336
Traverse de la Buzine 13011 Marseille;5.50245402391495;43.2953644742687
5 avenue Rostand 13003 Marseille;5.37772956823579;43.3119591142001
21 Estienne d'Orves 13001 Marseille;5.37321628443086;43.2926970525811
Fort de Corbieres, Rte du Rove 13016 Marseille;5.28709439791653;43.3561963254935
4, Rue Bernard du Bois 13001 Marseille;5.37528223787718;43.3016126490531
134 Avenue Clot-Bey 13008 Marseille;5.38189879220773;43.2574242251837
Allee regards de Provence 13002 Marseille;5.36336777170529;43.2974296238337
7 promenade Robert Laffont 13002 Marseille;5.36117784632206;43.2965516651636
Esplanade J4 13002 Marseille;5.36203102346453;43.2970872136404
20 Boulevard de Dunkerque 13002 Marseille;5.36758715329788;43.3057830711444
162 La Canebiere 13001 Marseille;5.38459044340855;43.2986320634633
5 Place Ernest Reyer 13001 Marseille;5.37584938808145;43.2934373568855
47 Boulevard Perrin 13013 Marseille;5.40790816356091;43.3193376517705
35, quai du Lazaret 13002 Marseille;5.36650311019804;43.3107031761044
39, Cours Julien 13006 Marseille;5.38338502835306;43.2943141088573
48 avenue de Saint Just 13004 Marseille;5.40366345580585;43.3152107086434
2 Place Henri Verneuil 13002 Marseille;5.36706828934954;43.3094359688573
16 Quai de Rive Neuve 13007 Marseille;5.36779556670265;43.2926266132359
35 Traverse de Carthage 13008 Marseille;5.36610323577805;43.2368613126805
136 Rue Loubon 13003 Marseille;5.38426900190354;43.3126954744087
16 Passage Leo Ferre 13003 Marseille;5.37756384654421;43.3152663222006
59 Cours Julien 13006 Marseille;5.38367202816644;43.293620382711
48 Rue Barbaroux 13001 Marseille;5.38768040126085;43.2982208762212
4 Rue du Theatre Francais 13001 Marseille;5.38208378394383;43.297701564239
162 La Canebiere 13001 Marseille;5.38459089945054;43.2986410584855
88 rue d'Aubagne 13001 Marseille;5.38172844185015;43.2935772887039
19 Quai de Rive Neuve 13007 Marseille;5.36827173066147;43.292761790405
1 rue de la Mission de France 13001 Marseille;5.38015083961284;43.2982518621387
9 Rue Nau 13006 Marseille;5.38668982028832;43.2928246952378
67 A rue Ferrari 13005 Marseille;5.39063512528934;43.2934489817607
Avenue Raimu 13014 Marseille;5.39844501946689;43.3304580265487
33 Rue Ferrari 13005 Marseille;5.39163807418702;43.2932417880849
17 boulevard Garibaldi 13001 Marseille;5.38137034410406;43.2965352508644
2 rue Vian 13006 Marseille;5.38359454889406;43.2951787085731
4 Place de Lenche 13002 Marseille;5.36589510414658;43.2975836604285
16 Quai de Rive Neuve 13007 Marseille;5.3722294992217;43.2936069187782
Rue Jobin 13003 Marseille;5.3904533815777;43.3095054138266
21 rue Pagliano 13004 Marseille;5.40831308052034;43.3103641944075
69 rue Sainte Cecile 13005 Marseille;5.39463084807486;43.2880015556319
132 boulevard de la Blancarde 13004 Marseille;5.40552238003927;43.303540507344
36 rue Negresco 13008 Marseille;5.39154972028077;43.2700703910796
8 Rue Pasteur Heuze 13003 Marseille;5.37416944324892;43.3054617496154
16 quai de Rive Neuve 13007 Marseille;5.37011211696249;43.2930058430786
10 rue Ricard 13003 Marseille;5.3841171856164;43.3133809015543
54 rue Edmond Rostand 13006 Marseille;5.38117487783234;43.2862222036909
3 impasse Montevideo 13006 Marseille;5.37800315101058;43.2864069445163
6/8 impasse Delpech 13003 Marseille;5.37882232077606;43.3111279737107
34 rue Consolat 13001 Marseille;5.39251110571422;43.3025789734448
Parc Longchamp 13004 Marseille;5.39687388366309;43.3054240300387
3 Montee Saint Esprit 13002 Marseille;5.36920131500966;43.2981735224318
39 avenue du Merlan 13014 Marseille;5.40748239152115;43.3351483453403
33 boulevard Longchamp 13001 Marseille;5.3881939798151;43.3013538505897
56 rue Berlioz 13006 Marseille;5.38604171117909;43.2900448181241
Quai de Rive Neuve 13007 Marseille;5.36785419454433;43.2924901379708
271, Corniche J.F Kennedy 13007 Marseille;5.35533439186468;43.2813600230042
La canebiere 13001 Marseille;5.3820077279;43.2983469344
58 cours Belsunce 13001 Marseille;5.3768197463;43.2989416661
quai du port 13002 Marseille;5.3698577482;43.2968221637
quai du port 13002 Marseille;5.3702404656;43.2969907647
11 la canebiere 13001 Marseille;5.3762078317;43.296057193
2 rue de la charite 13002 Marseille;5.3679892905;43.3002467509
boulevard Longchamp 13004 Marseille;5.3945648148;43.3038920871
boulevard Longchamp 13004 Marseille;5.3940382749;43.3045101832
impasse Fissiaux 13004 Marseille;5.3963906666;43.3019969415
boulevard du jardin zoologique 13004 Marseille;5.3964852386;43.3056930047
avenue Boulaya d'Arnaud 13012 Marseille;5.4433308828;43.2975528043
157 avenue de Montredon 13008 Marseille;5.3668062337;43.239736885
Centre Vie de Bonneveine 13008 Marseille;5.3887102199;43.2491639287
69 avenue d'Haifa 13008 Marseille;5.3899713233;43.2506589524
134 avenue Clot-Bey 13008 Marseille;5.3820612791;43.2572941072
avenue du parc Borely 13008 Marseille;5.379899276;43.2615893395
150 bd Paul Claudel 13009 Marseille;5.4161017503;43.2676310944
2 square Berthier 13011 Marseille;5.4341331887;43.2942313627
6 bd Jean Salducci 13016 Marseille;5.3426436425;43.3574610745
72 avenue Paul Coxe 13014 Marseille;5.3799001619;43.3452774429
246 rue de Lyon 13015 Marseille;5.3664494314;43.3330790569
Centre commercial du merlan 13014 Marseille;5.3992266701;43.331018246
10 rue Clovis Hugues 13003 Marseille;5.3871743038;43.3090414502
19 rue grignan 13006 Marseille;5.3781905213;43.2922125481
17 square Belsunce 13001 Marseille;5.3745515849;43.2972106102
58 Bd Charles Livon 13007 Marseille;5.35868876;43.2942266668
125 rue du commandant Rolland 13008 Marseille;5.3828816384;43.2706122579
Place Carli 13001 Marseille;5.3836021949;43.2960544712
250 plage de l'Estaque 13016 Marseille;5.2934914462;43.3586309109
Montee de la bonne mere 13006 Marseille;5.3711275529;43.2842333191
Promenade Georges Pompidou 13008 Marseille;5.3692754586;43.2644121869
Promenade Georges Pompidou 13008 Marseille;5.3722368599;43.2622492376
Avenue Pierre Mendes France 13008 Marseille;5.3731852323;43.2520283491
Place du Refuge 13002 Marseille;5.3674621662;43.2988575742
42 avenue Roger Salengro 13003 Marseille;5.3732213094;43.3107783296
2 place de la Major 13002 Marseille;5.3649935063;43.2987138592
Rond Point du Prado 13008 Marseille;5.3907617742;43.2724403114
72 rue Reymond Teisseire 13008 Marseille;5.3994494829;43.2692146811
2 promenade Georges Pompidou 13008 Marseille;5.3701775004;43.2683957945
2 promenade Geogres Pomidou 13008 Marseille;5.3705105553;43.2654709493
50 boulevard de la Corderie 13007 Marseille;5.369899394;43.2906015469
Av de Saint Just 13004 Marseille;5.4044188423;43.3152823724
